,Provider_ID,Provider_Name,Provider_Street,Provider_City,Provider_State,Provider_Zip,Provider_Hospital_Referral_Region,APC,APC_Description,Beneficiaries,Comprehensive_APC_Services,Avg_Est_Total_submitted_amt,Avg_Medicare_Allowed,Avg_Medicare_pymt
14837,110105,Colquitt Regional Medical Center,3131 Thomasville Hwy Box 40,Moultrie,GA,31768,FL - Tallahassee,5302,Level 2 Upper GI Procedures,38.0,45,5888.17244444444,1272.53,1013.89
14872,110107,"Medical Center, Navicent Health (The)",777 Hemlock Street,Macon,GA,31201,GA - Macon,5302,Level 2 Upper GI Procedures,239.0,273,9021.05688644692,1241.99663003663,985.476630036633
14897,110111,University Hospital Mcduffie,2460 Washington Road,Thomson,GA,30824,GA - Augusta,5302,Level 2 Upper GI Procedures,18.0,19,4685.08894736842,1205.27,960.3
14939,110122,South Georgia Medical Center,"2501 North Patterson Street, Po Box 1727",Valdosta,GA,31603,FL - Tallahassee,5302,Level 2 Upper GI Procedures,106.0,123,6602.04821138211,1119.991300813,886.210162601626
14977,110125,Fairview Park Hospital,200 Industrial Boulevard,Dublin,GA,31021,GA - Macon,5302,Level 2 Upper GI Procedures,72.0,77,13258.4431168831,1200.40168831168,950.83922077922
14996,110128,Meadows Regional Medical Center,One Meadows Parkway,Vidalia,GA,30474,GA - Savannah,5302,Level 2 Upper GI Procedures,62.0,63,9702.14984126984,905.401746031746,716.64365079365
15027,110129,St Francis Hospital,2122 Manchester Expressway,Columbus,GA,31995,GA - Columbus,5302,Level 2 Upper GI Procedures,75.0,85,4224.43870588235,1157.60105882353,915.118352941176
15044,110132,Memorial Hospital And Manor,1500 E Shotwell Street,Bainbridge,GA,39819,FL - Tallahassee,5302,Level 2 Upper GI Procedures,15.0,22,8473.09545454545,1125.92045454545,888.602727272727
15052,110142,Evans Memorial Hospital,200 N River Street,Claxton,GA,30417,GA - Savannah,5302,Level 2 Upper GI Procedures,87.0,93,7511.74193548387,1107.06086021505,877.860860215055
15074,110143,Wellstar Cobb Hospital,3950 Austell Rd,Austell,GA,30106,GA - Atlanta,5302,Level 2 Upper GI Procedures,28.0,29,11836.5410344827,1252.22344827586,994.55724137931
15098,110150,Navicent Health Baldwin,821 N Cobb Street,Milledgeville,GA,31061,GA - Macon,5302,Level 2 Upper GI Procedures,11.0,11,3440.96272727272,1225.76,976.62
15133,110161,Northside Hospital,"1000 Johnson Ferry Road, Ne",Atlanta,GA,30342,GA - Atlanta,5302,Level 2 Upper GI Procedures,401.0,449,12184.3165701559,1234.72948775054,978.948752783955
15170,110164,Coliseum Medical Centers,350 Hospital Drive,Macon,GA,31217,GA - Macon,5302,Level 2 Upper GI Procedures,85.0,105,5985.04238095238,1220.08057142857,963.560571428571
15186,110165,Southern Regional Medical Center,"11 Upper Riverdale Road, Sw",Riverdale,GA,30274,GA - Atlanta,5302,Level 2 Upper GI Procedures,12.0,13,7781.03615384615,1252.38538461538,986.623846153846
15213,110168,Redmond Regional Medical Center,501 Redmond Road,Rome,GA,30165,GA - Rome,5302,Level 2 Upper GI Procedures,79.0,90,8599.66588888889,1222.87933333333,968.367111111113
15235,110177,Doctors Hospital,3651 Wheeler Road,Augusta,GA,30909,GA - Augusta,5302,Level 2 Upper GI Procedures,115.0,118,11461.3509322033,1175.23991525423,929.241610169491
15254,110184,Wellstar Douglas Hospital,8954 Hospital Drive,Douglasville,GA,30134,GA - Atlanta,5302,Level 2 Upper GI Procedures,30.0,31,10302.4383870967,1219.97741935483,965.477419354838
15270,110189,Fannin Regional Hospital,2855 Old Highway 5 North,Blue Ridge,GA,30513,GA - Atlanta,5302,Level 2 Upper GI Procedures,20.0,20,14442.4995,1202.277,947.777
15292,110191,Piedmont Henry Hospital,1133 Eagle's Landing Parkway,Stockbridge,GA,30281,GA - Atlanta,5302,Level 2 Upper GI Procedures,102.0,114,10220.4099122807,1234.68412280701,978.840087719298
15314,110192,Eastside Medical Center,1700 Medical Way,Snellville,GA,30078,GA - Atlanta,5302,Level 2 Upper GI Procedures,21.0,25,16816.1724,1218.1096,957.7536
15335,110198,Wellstar North Fulton Hospital,3000 Hospital Boulevard,Roswell,GA,30076,GA - Atlanta,5302,Level 2 Upper GI Procedures,11.0,18,12260.4666666666,1252.16,997.66
15365,110201,Coliseum Northside Hospital,400 Charter Boulevard,Macon,GA,31210,GA - Macon,5302,Level 2 Upper GI Procedures,19.0,23,7581.95652173913,1224.79173913043,968.271739130434
15391,110215,Piedmont Fayette Hospital,1255 Highway 54 West,Fayetteville,GA,30214,GA - Atlanta,5302,Level 2 Upper GI Procedures,74.0,90,12515.6148888888,1241.09955555555,985.365666666669
15419,110225,Piedmont Mountainside Hospital Inc,1266 Highway 515 South,Jasper,GA,30143,GA - Atlanta,5302,Level 2 Upper GI Procedures,45.0,75,10589.4161333333,1238.85786666666,984.357866666668
15449,110229,"Piedmont Newnan Hospital, Inc",745 Poplar Road,Newnan,GA,30265,GA - Atlanta,5302,Level 2 Upper GI Procedures,42.0,47,11952.5612765957,1230.94063829787,976.064468085108
15474,110230,Emory Johns Creek Hospital,6325 Hospital Parkway,Johns Creek,GA,30097,GA - Atlanta,5302,Level 2 Upper GI Procedures,26.0,28,7896.07178571428,1252.16,997.66
15490,110233,Southeastern Regional Medical Center,600 Celebrate Life Parkway,Newnan,GA,30265,GA - Atlanta,5302,Level 2 Upper GI Procedures,33.0,37,16994.7143243243,1252.16,997.66
15529,120001,The Queens Medical Center,1301 Punchbowl St,Honolulu,HI,96813,HI - Honolulu,5302,Level 2 Upper GI Procedures,120.0,138,6748.61826086955,1419.04978260869,1114.41507246376
15558,120002,Maui Memorial Medical Center,221 Mahalani Street,Wailuku,HI,96793,HI - Honolulu,5302,Level 2 Upper GI Procedures,17.0,18,7705.85833333333,1430.81,1139.99
15588,120006,Castle Medical Center,640 Ulukahiki St,Kailua,HI,96734,HI - Honolulu,5302,Level 2 Upper GI Procedures,12.0,13,6050.53846153846,1487.72,1185.34
15602,120007,Kuakini Medical Center,347 North Kuakini Street,Honolulu,HI,96817,HI - Honolulu,5302,Level 2 Upper GI Procedures,34.0,38,9270.37184210526,1456.55052631578,1152.98552631578
15619,120014,Wilcox Memorial Hospital,3-3420 Kuhio Highway,Lihue,HI,96766,HI - Honolulu,5302,Level 2 Upper GI Procedures,19.0,22,5935.39181818181,1593.34,1269.49
15651,120022,Straub Clinic And Hospital,888 So King Street,Honolulu,HI,96813,HI - Honolulu,5302,Level 2 Upper GI Procedures,44.0,48,6517.81812499998,1438.33083333333,1135.95083333333
15673,120026,Pali Momi Medical Center,98-1079 Moanalua Road,Aiea,HI,96701,HI - Honolulu,5302,Level 2 Upper GI Procedures,13.0,13,9709.43,1396.54,1094.16
15718,130002,St Luke's Magic Valley Rmc,801 Pole Line Road West,Twin Falls,ID,83301,ID - Boise,5302,Level 2 Upper GI Procedures,209.0,228,6600.95907894736,1175.25811403507,933.24
15744,130003,St Joseph Regional Medical Center,415 Sixth Street,Lewiston,ID,83501,WA - Spokane,5302,Level 2 Upper GI Procedures,67.0,98,3893.255,1410.29989795918,1122.16602040816
15778,130006,St Luke's Regional Medical Center,190 East Bannock Street,Boise,ID,83712,ID - Boise,5302,Level 2 Upper GI Procedures,199.0,227,5379.61431718061,1232.24022026432,976.878678414092
15824,130007,Saint Alphonsus Regional Medical Center,1055 North Curtis Road,Boise,ID,83706,ID - Boise,5302,Level 2 Upper GI Procedures,41.0,57,5223.90122807017,1249.53140350877,993.002982456138
15888,130018,Eastern Idaho Regional Medical Center,3100 Channing Way,Idaho Falls,ID,83404,ID - Idaho Falls,5302,Level 2 Upper GI Procedures,48.0,52,12780.2198076923,1193.25557692307,938.678461538461
15905,130025,Madison Memorial Hospital,450 East Main Street,Rexburg,ID,83440,ID - Idaho Falls,5302,Level 2 Upper GI Procedures,11.0,11,4455.85181818181,1145.38,912.58
15929,130028,Portneuf Medical Center,777 Hospital Way,Pocatello,ID,83201,UT - Salt Lake City,5302,Level 2 Upper GI Procedures,21.0,24,8216.72875,1269.97,1011.85
15965,130049,Kootenai Health,2003 Kootenai Health Way,Coeur D'alene,ID,83814,WA - Spokane,5302,Level 2 Upper GI Procedures,144.0,181,4562.34403314917,1277.2355801105,1008.37270718232
16000,130065,Mountain View Hospital,2325 Coronado Street,Idaho Falls,ID,83404,ID - Idaho Falls,5302,Level 2 Upper GI Procedures,14.0,14,2650.55071428571,1238.76,986.98
16021,130066,Northwest Specialty Hospital,1593 East Polston Avenue,Post Falls,ID,83854,WA - Spokane,5302,Level 2 Upper GI Procedures,51.0,56,3773.79553571428,1316.11428571428,1046.40875
16050,140002,Alton Memorial Hospital,One Memorial Drive,Alton,IL,62002,MO - St. Louis,5302,Level 2 Upper GI Procedures,61.0,73,4051.24438356164,1220.17863013698,969.290958904109
16081,140007,Presence Saint Joseph Medical Center,333 N Madison,Joliet,IL,60435,IL - Joliet,5302,Level 2 Upper GI Procedures,136.0,158,11098.4324683544,1321.61892405063,1044.97
16108,140008,Loyola Gottlieb Memorial Hospital,701 West North Ave,Melrose Park,IL,60160,IL - Melrose Park,5302,Level 2 Upper GI Procedures,32.0,39,9236.62615384615,1348.45512820512,1070.64128205128
16143,140010,Evanston Hospital,2650 Ridge Ave,Evanston,IL,60201,IL - Evanston,5302,Level 2 Upper GI Procedures,469.0,561,7394.02545454547,1346.49964349376,1070.71106951871
16175,140011,Herrin Hospital,201 S 14th St,Herrin,IL,62948,MO - St. Louis,5302,Level 2 Upper GI Procedures,19.0,20,10465.044,1191.171,948.5055
16195,140012,Katherine Shaw Bethea Hospital,403 E 1st St,Dixon,IL,61021,IL - Rockford,5302,Level 2 Upper GI Procedures,27.0,30,8888.87766666666,1291.01733333333,1021.45733333333
16248,140015,Blessing Hospital,Broadway At 11th Street,Quincy,IL,62301,IL - Springfield,5302,Level 2 Upper GI Procedures,81.0,97,7407.05989690724,1315.49515463917,1045.30876288659
16289,140029,Copley Memorial Hospital,2000 Ogden Avenue,Aurora,IL,60504,IL - Aurora,5302,Level 2 Upper GI Procedures,52.0,60,13808.925,1324.04133333333,1050.32166666666
16322,140030,Sherman Hospital,1425 North Randall Road,Elgin,IL,60123,IL - Elgin,5302,Level 2 Upper GI Procedures,176.0,209,14540.0704784689,1341.90224880382,1066.06244019138
16350,140032,St Anthonys Memorial Hospital,503 N Maple Street,Effingham,IL,62401,IL - Springfield,5302,Level 2 Upper GI Procedures,16.0,16,5889.85625,1172.20875,921.46875
16366,140034,Ssm Health St Mary's Hospital -Centralia,400 North Pleasant Avenue,Centralia,IL,62801,MO - St. Louis,5302,Level 2 Upper GI Procedures,13.0,15,11914.6113333333,1233.64,982.9
16396,140043,Cgh Medical Center,100 East Lefevre Road,Sterling,IL,61081,IL - Rockford,5302,Level 2 Upper GI Procedures,117.0,135,8804.07859259259,1238.34355555555,983.977407407407
16426,140046,Good Samaritan Regional Hlth Center,1 Good Samaritan Way,Mount Vernon,IL,62864,MO - St. Louis,5302,Level 2 Upper GI Procedures,46.0,51,8857.63764705884,1214.50431372549,956.918235294117
16444,140048,Advocate Trinity Hospital,2320 E 93rd St,Chicago,IL,60617,IL - Chicago,5302,Level 2 Upper GI Procedures,14.0,19,7208.31736842105,1291.83684210526,1017.77684210526
16463,140049,West Suburban Medical Center,3 Erie Court,Oak Park,IL,60302,IL - Melrose Park,5302,Level 2 Upper GI Procedures,15.0,15,9878.44466666666,1348.38,1074.32
16480,140052,Osf Saint Anthony's Health Center,St Anthony's Way,Alton,IL,62002,MO - St. Louis,5302,Level 2 Upper GI Procedures,34.0,38,10840.1447368421,1233.71710526315,979.12447368421
16508,140053,St Johns Hospital,800 E Carpenter St,Springfield,IL,62769,IL - Springfield,5302,Level 2 Upper GI Procedures,56.0,59,11135.1044067796,1248.93610169491,994.782372881357
16542,140054,Macneal  Hospital,3249 South Oak Park Avenue,Berwyn,IL,60402,IL - Melrose Park,5302,Level 2 Upper GI Procedures,61.0,72,12655.4565277777,1335.40430555555,1060.58555555555
16564,140058,Passavant Area Hospital,1600 W Walnut St,Jacksonville,IL,62650,IL - Springfield,5302,Level 2 Upper GI Procedures,16.0,17,7902.79176470588,1321.33352941176,1047.61647058823
16575,140059,Jersey Community Hospital,400 Maple Summit Road,Jerseyville,IL,62052,MO - St. Louis,5302,Level 2 Upper GI Procedures,89.0,103,3666.87359223301,1191.16,949.050000000002
16599,140062,Palos Community Hospital,12251 South 80th Avenue,Palos Heights,IL,60463,IL - Blue Island,5302,Level 2 Upper GI Procedures,178.0,190,12413.5434210526,1348.39784210526,1073.44915789474
16624,140063,Rush Oak Park Hospital,520 S Maple Ave,Oak Park,IL,60304,IL - Melrose Park,5302,Level 2 Upper GI Procedures,29.0,32,6547.825625,1348.38,1074.32
16642,140064,St Mary Medical Center,3333 North Seminary,Galesburg,IL,61401,IL - Peoria,5302,Level 2 Upper GI Procedures,28.0,30,11343.87,1238.29,986.61
16664,140065,Adventist La Grange Memorial Hospital,5101 S Willow Springs Rd,La Grange,IL,60525,IL - Melrose Park,5302,Level 2 Upper GI Procedures,42.0,46,8632.86630434782,1328.20782608695,1050.9652173913
16698,140067,Saint Francis Medical Center,530 Ne Glen Oak Ave,Peoria,IL,61637,IL - Peoria,5302,Level 2 Upper GI Procedures,188.0,206,14455.1987864078,1238.91961165049,986.129611650485
16728,140080,Presence Saint Francis Hospital,355 Ridge Ave,Evanston,IL,60202,IL - Evanston,5302,Level 2 Upper GI Procedures,25.0,30,11615.737,1348.41666666666,1072.53566666666
16747,140082,Louis A Weiss Memorial Hospital,4646 N Marine Drive,Chicago,IL,60640,IL - Chicago,5302,Level 2 Upper GI Procedures,,11,13143.239090909,1348.38,1074.32
16768,140084,Vista Medical Center East,1324 North Sheridan Road,Waukegan,IL,60085,WI - Milwaukee,5302,Level 2 Upper GI Procedures,21.0,22,15633.4718181818,1268.90227272727,1001.0709090909
16799,140088,The University Of Chicago Medical Center,5841 South Maryland,Chicago,IL,60637,IL - Chicago,5302,Level 2 Upper GI Procedures,427.0,494,18565.7972267206,1337.5193319838,1063.48259109312
16850,140091,The Carle Foundation Hospital,611 West Park Street,Urbana,IL,61801,IL - Urbana,5302,Level 2 Upper GI Procedures,279.0,344,9847.23311046517,1214.33450581395,959.717587209305
16871,140093,Presence United Samaritans Medical Center,812 N Logan,Danville,IL,61832,IL - Urbana,5302,Level 2 Upper GI Procedures,13.0,15,11128.296,1265.44466666666,998.524666666666
16883,140100,Midwestern Region Med Center,2520 Elisha Avenue,Zion,IL,60099,WI - Milwaukee,5302,Level 2 Upper GI Procedures,28.0,43,29663.628372093,1298.44,1022.96162790697
16899,140101,Morris Hospital & Healthcare Centers,150 W High St,Morris,IL,60450,IL - Joliet,5302,Level 2 Upper GI Procedures,256.0,270,8116.46322222222,1318.15681481481,1041.69129629628
16917,140110,Ottawa Regional Hospital & Healthcare Center,1100 East Norris Drive,Ottawa,IL,61350,IL - Peoria,5302,Level 2 Upper GI Procedures,11.0,11,9820.82727272727,1341.84,1069.11
16939,140113,Presence Covenant Medical Center,1400 West Park Avenue,Urbana,IL,61801,IL - Urbana,5302,Level 2 Upper GI Procedures,30.0,36,10398.0277777777,1251.21,996.9
16962,140114,Swedish Covenant Hospital,5145 N California Ave,Chicago,IL,60625,IL - Chicago,5302,Level 2 Upper GI Procedures,29.0,39,8795.48948717948,1348.53051282051,1066.9523076923
17002,140116,Centegra Health System - Mc Henry Hospital,4201 Medical Center Drive,Mchenry,IL,60050,IL - Elgin,5302,Level 2 Upper GI Procedures,53.0,55,7264.75454545454,1348.55545454545,1065.73872727272
17032,140117,Presence Resurrection Medical Center,7435 W Talcott Avenue,Chicago,IL,60631,IL - Chicago,5302,Level 2 Upper GI Procedures,68.0,76,11505.975,1320.43868421052,1043.73526315789
17055,140118,Metrosouth Medical Center,12935 S Gregory,Blue Island,IL,60406,IL - Blue Island,5302,Level 2 Upper GI Procedures,38.0,41,12961.3426829268,1217.36536585365,943.305365853658
17086,140119,Rush University Medical Center,1653 West Congress Parkway,Chicago,IL,60612,IL - Chicago,5302,Level 2 Upper GI Procedures,193.0,228,9612.9472368421,1326.57543859649,1053.11070175439
17140,140122,Adventist Hinsdale Hospital,120 North Oak St,Hinsdale,IL,60521,IL - Hinsdale,5302,Level 2 Upper GI Procedures,44.0,50,6879.6762,1341.83999999999,1069.11
17158,140124,John H Stroger Jr Hospital,1901 W Harrison St,Chicago,IL,60612,IL - Chicago,5302,Level 2 Upper GI Procedures,30.0,37,5777.88702702702,1348.45918918918,1070.44243243243
17176,140125,Gateway Regional Medical Center,2100 Madison Avenue,Granite City,IL,62040,MO - St. Louis,5302,Level 2 Upper GI Procedures,14.0,14,10249.6728571428,1233.64,982.9
17223,140130,Northwestern Lake Forest Hospital,660 N Westmoreland Road,Lake Forest,IL,60045,IL - Evanston,5302,Level 2 Upper GI Procedures,73.0,80,13680.45,1348.38,1074.32
17259,140135,Decatur Memorial Hospital,2300 North Edward Street,Decatur,IL,62526,IL - Springfield,5302,Level 2 Upper GI Procedures,123.0,136,5736.52235294116,1196.50551470588,947.877426470588
17274,140137,Greenville Regional Hospital,200 Healthcare Dr,Greenville,IL,62246,MO - St. Louis,5302,Level 2 Upper GI Procedures,12.0,12,4658.07583333333,1233.64,982.9
17284,140143,St Margarets Hospital,600 E 1st St,Spring Valley,IL,61362,IL - Peoria,5302,Level 2 Upper GI Procedures,19.0,19,8579.00789473684,1191.16,949.05
17296,140145,St Josephs Hospital,9515 Holy Cross Ln,Breese,IL,62230,MO - St. Louis,5302,Level 2 Upper GI Procedures,13.0,16,5952.479375,1233.64375,982.710625
17303,140147,Richland Memorial Hospital,800 East Locust,Olney,IL,62450,IN - Evansville,5302,Level 2 Upper GI Procedures,,11,9078.82727272728,1191.16,949.05
17333,140148,Memorial Medical Center,701 N First St,Springfield,IL,62781,IL - Springfield,5302,Level 2 Upper GI Procedures,197.0,234,9641.31452991453,1243.59871794871,990.535982905978
17367,140150,University Of Illinois Hospital,1740 West Taylor St Suite 1400,Chicago,IL,60612,IL - Chicago,5302,Level 2 Upper GI Procedures,73.0,84,11806.4995238095,1348.41595238095,1072.56404761905
17397,140155,Presence St Marys Hospital,500 W Court St,Kankakee,IL,60901,IL - Joliet,5302,Level 2 Upper GI Procedures,37.0,44,13720.3622727272,1317.56999999999,1043.4425
17435,140160,Fhn Memorial Hospital,1045 West Stephenson Street,Freeport,IL,61032,IL - Rockford,5302,Level 2 Upper GI Procedures,148.0,182,8508.27346153846,1289.78175824176,1021.37604395604
17448,140161,Saint James Hospital,2500 West Reynolds Street,Pontiac,IL,61764,IL - Bloomington,5302,Level 2 Upper GI Procedures,,12,9523.30833333333,1437.11,1145.01
17489,140164,Memorial Hospital Of Carbondale,405 W Jackson,Carbondale,IL,62902,MO - St. Louis,5302,Level 2 Upper GI Procedures,55.0,60,10640.7,1191.23633333333,945.308833333335
17513,140166,St Marys Hospital,1800 E Lake Shore Dr,Decatur,IL,62521,IL - Springfield,5302,Level 2 Upper GI Procedures,40.0,42,5517.29571428571,1221.35,973.11
17543,140172,Franciscan Health Olympia & Chicago Heights,20201 S Crawford Avenue,Olympia Fields,IL,60461,IL - Blue Island,5302,Level 2 Upper GI Procedures,45.0,53,14555.298490566,1348.38,1074.32
17568,140174,Presence Mercy Medical Center,1325 N Highland Avenue,Aurora,IL,60506,IL - Aurora,5302,Level 2 Upper GI Procedures,42.0,47,14641.4210638297,1319.13893617021,1044.12042553191
17578,140176,Centegra Health System - Woodstock Hospital,3701 Doty Road,Woodstock,IL,60098,IL - Rockford,5302,Level 2 Upper GI Procedures,26.0,30,6488.13333333333,1348.50233333333,1068.331
17596,140179,Little Company Of Mary Hospital,2800 W 95th St,Evergreen Park,IL,60805,IL - Blue Island,5302,Level 2 Upper GI Procedures,102.0,112,8553.48250000001,1348.51080357142,1067.91508928571
17618,140180,Presence Saints Mary And Elizabeth Medical Center,2233 W Division St,Chicago,IL,60622,IL - Chicago,5302,Level 2 Upper GI Procedures,49.0,54,13005.469074074,1348.54277777777,1066.34944444444
17648,140182,Advocate Illinois Masonic Medical Center,836 West Wellington Avenue,Chicago,IL,60657,IL - Chicago,5302,Level 2 Upper GI Procedures,25.0,27,8452.83333333333,1271.71592592592,994.74074074074
17674,140184,Heartland Regional Medical Center,3333 W De Young,Marion,IL,62959,KY - Paducah,5302,Level 2 Upper GI Procedures,20.0,22,23119.5749999999,1191.21681818181,946.276363636363
17700,140185,Memorial Hospital,4500 Memorial Drive,Belleville,IL,62226,MO - St. Louis,5302,Level 2 Upper GI Procedures,44.0,46,4771.70804347826,1233.64,982.9
